Item Purchased,Category,Size,Color,Season,Review Rating,Product_ID
Socks,Clothing,M,Indigo,Winter,3.5,PROD4316
Sneakers,Footwear,L,Yellow,Winter,3.8,PROD4317
Jacket,Outerwear,M,Purple,Summer,4.7,PROD4318
Hoodie,Clothing,L,White,Spring,3.1,PROD4319
Sandals,Footwear,XL,Turquoise,Winter,5,PROD4320
Shoes,Footwear,M,Olive,Spring,3.7,PROD4321
Sandals,Footwear,M,Beige,Winter,3,PROD4322
Coat,Outerwear,S,Lavender,Spring,4.5,PROD4323
Gloves,Accessories,L,White,Winter,4.7,PROD4324
Coat,Outerwear,L,Brown,Winter,3.5,PROD4325
Boots,Footwear,M,Charcoal,Summer,4.4,PROD4326
Skirt,Clothing,L,Maroon,Winter,2.6,PROD4327
Skirt,Clothing,M,Red,Winter,4.2,PROD4328
Pants,Clothing,M,Maroon,Fall,2.6,PROD4329
Hat,Accessories,S,Teal,Spring,4.8,PROD4330
Backpack,Accessories,L,Orange,Summer,2.9,PROD4331
Scarf,Accessories,S,Olive,Spring,4.3,PROD4332
Scarf,Accessories,XL,Olive,Fall,2.6,PROD4333
Shirt,Clothing,M,Beige,Spring,3.8,PROD4334
Boots,Footwear,L,Green,Summer,4.2,PROD4335
Coat,Outerwear,M,Black,Summer,3.9,PROD4336
Belt,Accessories,M,Green,Winter,3.1,PROD4337
Boots,Footwear,S,Violet,Fall,3.6,PROD4338
Sneakers,Footwear,S,Silver,Fall,4,PROD4339
Shirt,Clothing,L,Maroon,Spring,3.4,PROD4340
Blouse,Clothing,M,Cyan,Summer,2.6,PROD4341
Jacket,Outerwear,L,Teal,Summer,4.5,PROD4342
Skirt,Clothing,M,Olive,Fall,4.9,PROD4343
Socks,Clothing,M,Red,Summer,4.4,PROD4344
Sandals,Footwear,XL,Lavender,Fall,3.5,PROD4345
T-shirt,Clothing,S,Orange,Winter,3.3,PROD4346
Jacket,Outerwear,L,Brown,Winter,3.1,PROD4347
Belt,Accessories,S,Gray,Fall,4.2,PROD4348
Shoes,Footwear,M,Orange,Spring,4.9,PROD4349
Blouse,Clothing,M,Orange,Fall,3.9,PROD4350
Shoes,Footwear,M,Turquoise,Winter,4.2,PROD4351
Sweater,Clothing,S,Cyan,Fall,4.9,PROD4352
Boots,Footwear,M,Yellow,Fall,2.8,PROD4353
Handbag,Accessories,M,White,Fall,4.1,PROD4354
Blouse,Clothing,M,Blue,Summer,4.8,PROD4355
Skirt,Clothing,S,Purple,Winter,4.1,PROD4356
Backpack,Accessories,M,Gray,Summer,3,PROD4357
Shirt,Clothing,L,Cyan,Fall,4.2,PROD4358
Sweater,Clothing,L,Pink,Spring,3.8,PROD4359
Scarf,Accessories,S,Gold,Spring,3.3,PROD4360
Handbag,Accessories,L,Silver,Fall,4.7,PROD4361
Scarf,Accessories,M,Gray,Spring,4.3,PROD4362
Jeans,Clothing,M,Brown,Fall,2.7,PROD4363
Socks,Clothing,XL,Pink,Winter,4.2,PROD4364
Sunglasses,Accessories,L,Maroon,Winter,4.2,PROD4365
Sneakers,Footwear,S,Peach,Winter,2.5,PROD4366
Shoes,Footwear,L,Brown,Winter,3.6,PROD4367
Socks,Clothing,L,Green,Winter,3.4,PROD4368
Sunglasses,Accessories,M,Lavender,Summer,3.3,PROD4369
Sweater,Clothing,M,Cyan,Winter,4.6,PROD4370
Shoes,Footwear,M,Black,Spring,3.9,PROD4371
Socks,Clothing,M,Charcoal,Winter,3.7,PROD4372
Boots,Footwear,XL,Silver,Spring,3.1,PROD4373
Hoodie,Clothing,M,Gray,Spring,4.9,PROD4374
Gloves,Accessories,L,Peach,Winter,4.7,PROD4375
Backpack,Accessories,L,Peach,Fall,2.9,PROD4376
Gloves,Accessories,XL,Cyan,Spring,4.1,PROD4377
Blouse,Clothing,L,Magenta,Fall,4,PROD4378
Scarf,Accessories,L,Teal,Summer,2.7,PROD4379
Hat,Accessories,M,Peach,Spring,4,PROD4380
Scarf,Accessories,M,Black,Fall,2.5,PROD4381
Sandals,Footwear,M,Teal,Summer,4.5,PROD4382
Sweater,Clothing,M,Turquoise,Spring,3.9,PROD4383
Backpack,Accessories,L,Gold,Spring,4.9,PROD4384
Blouse,Clothing,L,Green,Winter,3.3,PROD4385
Scarf,Accessories,M,Brown,Fall,3.8,PROD4386
Socks,Clothing,L,Blue,Summer,2.9,PROD4387
Hat,Accessories,M,Gold,Summer,4,PROD4388
Dress,Clothing,M,Peach,Fall,4.1,PROD4389
Coat,Outerwear,M,Violet,Spring,3.1,PROD4390
Shirt,Clothing,XL,Yellow,Winter,4.6,PROD4391
Shirt,Clothing,M,Black,Winter,4.6,PROD4392
Jeans,Clothing,L,Silver,Spring,2.6,PROD4393
Socks,Clothing,M,Brown,Winter,5,PROD4394
Sandals,Footwear,L,Peach,Fall,2.9,PROD4395
Blouse,Clothing,M,Cyan,Winter,3.5,PROD4396
Shirt,Clothing,M,Olive,Spring,3.7,PROD4397
Sunglasses,Accessories,L,Black,Fall,2.9,PROD4398
Jacket,Outerwear,M,Orange,Winter,4.3,PROD4399
Dress,Clothing,L,Beige,Spring,3.2,PROD4400
Sunglasses,Accessories,M,Peach,Winter,4.2,PROD4401
Boots,Footwear,M,Pink,Winter,4.2,PROD4402
Scarf,Accessories,M,Brown,Winter,3.8,PROD4403
Shorts,Clothing,M,Magenta,Fall,4.4,PROD4404
Shorts,Clothing,L,Cyan,Winter,3.1,PROD4405
Jeans,Clothing,XL,Silver,Fall,5,PROD4406
Scarf,Accessories,M,Indigo,Winter,4.7,PROD4407
Shorts,Clothing,M,Beige,Summer,3,PROD4408
Sneakers,Footwear,XL,Black,Fall,4.2,PROD4409
Jewelry,Accessories,L,Yellow,Spring,3,PROD4410
Shoes,Footwear,M,Maroon,Summer,3.7,PROD4411
Hoodie,Clothing,M,Cyan,Summer,2.7,PROD4412
Jacket,Outerwear,M,Pink,Winter,4.3,PROD4413
Shorts,Clothing,XL,Violet,Fall,2.7,PROD4414
Socks,Clothing,M,Lavender,Summer,3.7,PROD4415
Coat,Outerwear,XL,Lavender,Fall,4.3,PROD4416
Sandals,Footwear,S,Black,Summer,4,PROD4417
Backpack,Accessories,M,Olive,Fall,3.3,PROD4418
Pants,Clothing,S,Indigo,Fall,4,PROD4419
Sweater,Clothing,M,Blue,Fall,2.7,PROD4420
Jacket,Outerwear,S,Green,Winter,4.2,PROD4421
Sneakers,Footwear,L,Pink,Spring,4.6,PROD4422
Jewelry,Accessories,M,Peach,Winter,4.8,PROD4423
Backpack,Accessories,M,Purple,Summer,2.8,PROD4424
Jewelry,Accessories,M,Peach,Winter,4.5,PROD4425
Shoes,Footwear,S,Olive,Summer,3,PROD4426
Jacket,Outerwear,M,Olive,Fall,4.6,PROD4427
Jacket,Outerwear,M,Purple,Spring,3.3,PROD4428
T-shirt,Clothing,M,Violet,Spring,4.4,PROD4429
Sneakers,Footwear,XL,Maroon,Summer,4.4,PROD4430
Jacket,Outerwear,XL,White,Summer,4.3,PROD4431
Hoodie,Clothing,S,Olive,Fall,3.4,PROD4432
Jacket,Outerwear,M,Peach,Winter,2.8,PROD4433
T-shirt,Clothing,M,Blue,Spring,3.4,PROD4434
Gloves,Accessories,M,Brown,Spring,5,PROD4435
Sneakers,Footwear,S,Black,Fall,4.5,PROD4436
T-shirt,Clothing,M,Yellow,Fall,2.7,PROD4437
Sneakers,Footwear,XL,Magenta,Winter,3.4,PROD4438
Jeans,Clothing,S,Cyan,Winter,3.4,PROD4439
Handbag,Accessories,M,Maroon,Summer,2.8,PROD4440
Socks,Clothing,M,Red,Spring,4.7,PROD4441
Jewelry,Accessories,M,Black,Fall,4.7,PROD4442
Blouse,Clothing,L,Violet,Winter,4.7,PROD4443
Backpack,Accessories,M,Green,Spring,3.4,PROD4444
Scarf,Accessories,S,Gold,Fall,3.7,PROD4445
Scarf,Accessories,M,Brown,Summer,4.1,PROD4446
Shirt,Clothing,L,Peach,Spring,2.9,PROD4447
Pants,Clothing,L,Peach,Fall,3.2,PROD4448
Hat,Accessories,S,Violet,Fall,3,PROD4449
Coat,Outerwear,S,Violet,Fall,4.1,PROD4450
T-shirt,Clothing,M,Magenta,Fall,4.5,PROD4451
Socks,Clothing,M,Purple,Fall,3.4,PROD4452
Shirt,Clothing,L,Purple,Winter,4.1,PROD4453
Sweater,Clothing,XL,Cyan,Spring,4.6,PROD4454
Gloves,Accessories,M,Magenta,Winter,4.6,PROD4455
Belt,Accessories,L,Lavender,Spring,3.4,PROD4456
Jeans,Clothing,M,Green,Winter,3.3,PROD4457
Handbag,Accessories,M,Maroon,Fall,3.6,PROD4458
T-shirt,Clothing,L,Turquoise,Fall,4.6,PROD4459
Socks,Clothing,L,Violet,Fall,4.3,PROD4460
Jeans,Clothing,S,Lavender,Winter,4,PROD4461
Scarf,Accessories,L,Red,Summer,4.8,PROD4462
Pants,Clothing,XL,Orange,Spring,4.3,PROD4463
Blouse,Clothing,XL,Indigo,Summer,3.3,PROD4464
Jacket,Outerwear,L,Teal,Winter,2.8,PROD4465
Sandals,Footwear,M,Brown,Spring,4.4,PROD4466
Shorts,Clothing,S,Pink,Summer,3.7,PROD4467
Shorts,Clothing,M,Lavender,Spring,3.6,PROD4468
Skirt,Clothing,L,Cyan,Winter,3.7,PROD4469
Sandals,Footwear,M,Yellow,Fall,5,PROD4470
Blouse,Clothing,XL,Pink,Fall,2.7,PROD4471
Sandals,Footwear,M,Gray,Spring,4.3,PROD4472
Shirt,Clothing,M,Peach,Summer,4.1,PROD4473
Socks,Clothing,M,Red,Winter,2.6,PROD4474
T-shirt,Clothing,M,Olive,Fall,3.2,PROD4475
Dress,Clothing,S,Lavender,Summer,3.5,PROD4476
Hat,Accessories,M,Turquoise,Summer,3.7,PROD4477
Gloves,Accessories,L,Turquoise,Spring,3.8,PROD4478
Socks,Clothing,S,Maroon,Winter,4.8,PROD4479
Dress,Clothing,S,Olive,Fall,4.2,PROD4480
Socks,Clothing,XL,Maroon,Summer,2.9,PROD4481
Belt,Accessories,XL,Cyan,Fall,2.9,PROD4482
Handbag,Accessories,S,Peach,Winter,4.8,PROD4483
Skirt,Clothing,S,Teal,Fall,2.9,PROD4484
Hoodie,Clothing,M,Green,Summer,4.8,PROD4485
Blouse,Clothing,M,Beige,Spring,4.6,PROD4486
Jeans,Clothing,L,Magenta,Spring,4.4,PROD4487
Boots,Footwear,L,Violet,Spring,3,PROD4488
Handbag,Accessories,XL,Charcoal,Summer,4.4,PROD4489
Coat,Outerwear,M,Green,Winter,3.9,PROD4490
Blouse,Clothing,M,Gray,Spring,4,PROD4491
Handbag,Accessories,M,Magenta,Spring,2.5,PROD4492
Sunglasses,Accessories,S,Silver,Summer,4.1,PROD4493
Socks,Clothing,S,Beige,Fall,4.8,PROD4494
Shoes,Footwear,S,Peach,Winter,2.6,PROD4495
Backpack,Accessories,XL,Orange,Spring,3.1,PROD4496
Scarf,Accessories,S,Yellow,Summer,3.2,PROD4497
Backpack,Accessories,M,Violet,Summer,4.2,PROD4498
Coat,Outerwear,S,Green,Fall,2.6,PROD4499
Hoodie,Clothing,L,Pink,Summer,3.1,PROD4500
Gloves,Accessories,M,Violet,Fall,2.9,PROD4501
Shorts,Clothing,M,Violet,Fall,4.6,PROD4502
Skirt,Clothing,L,Pink,Spring,4.1,PROD4503
Boots,Footwear,M,Violet,Summer,2.5,PROD4504
Shorts,Clothing,M,Turquoise,Winter,4,PROD4505
Handbag,Accessories,M,Cyan,Summer,3.5,PROD4506
Dress,Clothing,XL,Orange,Spring,4.4,PROD4507
Shoes,Footwear,M,Cyan,Fall,2.9,PROD4508
Sneakers,Footwear,XL,Indigo,Spring,3.1,PROD4509
Socks,Clothing,M,Black,Spring,4.4,PROD4510
Jacket,Outerwear,L,Purple,Winter,4.4,PROD4511
Backpack,Accessories,M,Cyan,Summer,2.7,PROD4512
Socks,Clothing,M,Green,Summer,4.9,PROD4513
Handbag,Accessories,L,Teal,Winter,3.5,PROD4514
Hat,Accessories,L,Teal,Spring,4.8,PROD4515
Blouse,Clothing,M,Magenta,Summer,4.2,PROD4516
Shorts,Clothing,XL,Brown,Spring,4.6,PROD4517
Shirt,Clothing,L,Orange,Spring,2.9,PROD4518
Boots,Footwear,XL,Blue,Fall,4,PROD4519
Jacket,Outerwear,L,Magenta,Spring,4.9,PROD4520
Jacket,Outerwear,L,Magenta,Summer,3.1,PROD4521
Handbag,Accessories,M,Magenta,Fall,4.4,PROD4522
Belt,Accessories,S,Olive,Winter,2.5,PROD4523
Handbag,Accessories,S,Cyan,Spring,3.4,PROD4524
Coat,Outerwear,M,Purple,Spring,3.7,PROD4525
Sweater,Clothing,M,Purple,Winter,4.2,PROD4526
Shorts,Clothing,S,Peach,Spring,3.4,PROD4527
Pants,Clothing,M,Gold,Fall,3.6,PROD4528
Jewelry,Accessories,S,Peach,Fall,4.7,PROD4529
Gloves,Accessories,M,Magenta,Spring,4.7,PROD4530
Skirt,Clothing,S,Cyan,Spring,3.6,PROD4531
Sandals,Footwear,M,Violet,Summer,4.6,PROD4532
Socks,Clothing,S,Charcoal,Summer,2.6,PROD4533
Jewelry,Accessories,S,Blue,Summer,3.1,PROD4534
Sunglasses,Accessories,XL,Red,Fall,3.2,PROD4535
Coat,Outerwear,S,Purple,Winter,3.9,PROD4536
Belt,Accessories,L,Gray,Spring,4.9,PROD4537
Coat,Outerwear,M,Purple,Summer,4.1,PROD4538
Scarf,Accessories,M,Silver,Summer,4.2,PROD4539
Sandals,Footwear,M,Purple,Fall,4.1,PROD4540
Belt,Accessories,M,Charcoal,Summer,3.9,PROD4541
Scarf,Accessories,M,Silver,Spring,2.7,PROD4542
Jewelry,Accessories,M,White,Winter,3.7,PROD4543
Scarf,Accessories,L,Peach,Spring,2.7,PROD4544
Pants,Clothing,M,Red,Spring,2.5,PROD4545
Shoes,Footwear,L,Olive,Spring,3.9,PROD4546
Boots,Footwear,L,Gray,Summer,3,PROD4547
Jacket,Outerwear,M,Beige,Summer,3.2,PROD4548
Backpack,Accessories,L,Pink,Winter,3.8,PROD4549
Jacket,Outerwear,M,Red,Fall,2.7,PROD4550
Boots,Footwear,XL,Peach,Fall,3,PROD4551
Shoes,Footwear,M,Maroon,Winter,4.1,PROD4552
Belt,Accessories,XL,Purple,Spring,3.2,PROD4553
Jewelry,Accessories,M,Maroon,Summer,4.5,PROD4554
Jewelry,Accessories,M,Gray,Summer,4.3,PROD4555
Pants,Clothing,M,Gray,Fall,3.5,PROD4556
T-shirt,Clothing,XL,Magenta,Fall,3.1,PROD4557
Shorts,Clothing,L,Cyan,Spring,3.9,PROD4558
Hoodie,Clothing,M,Silver,Fall,2.7,PROD4559
Belt,Accessories,S,Green,Winter,4,PROD4560
Boots,Footwear,M,Violet,Spring,2.7,PROD4561
Hoodie,Clothing,L,Magenta,Spring,2.7,PROD4562
Shorts,Clothing,XL,Yellow,Spring,4.7,PROD4563
Backpack,Accessories,XL,Gray,Winter,4.5,PROD4564
Scarf,Accessories,L,Indigo,Winter,3,PROD4565
Socks,Clothing,S,Indigo,Fall,3.6,PROD4566
Handbag,Accessories,S,Yellow,Fall,3.3,PROD4567
Sunglasses,Accessories,XL,Gold,Spring,4.3,PROD4568
T-shirt,Clothing,XL,Green,Winter,4.3,PROD4569
Dress,Clothing,M,Charcoal,Spring,4.8,PROD4570
Sneakers,Footwear,XL,Olive,Spring,4,PROD4571
Sunglasses,Accessories,L,Black,Winter,3.5,PROD4572
Blouse,Clothing,M,Silver,Fall,3.9,PROD4573
T-shirt,Clothing,M,Red,Summer,4.4,PROD4574
Hat,Accessories,M,Brown,Summer,4.6,PROD4575
Shorts,Clothing,M,Silver,Fall,4,PROD4576
Hoodie,Clothing,M,Silver,Winter,4.2,PROD4577
Socks,Clothing,L,Black,Fall,4.5,PROD4578
Sunglasses,Accessories,M,Purple,Fall,3.9,PROD4579
Blouse,Clothing,M,Purple,Summer,3.7,PROD4580
Jeans,Clothing,S,Turquoise,Summer,3.6,PROD4581
Dress,Clothing,M,Gold,Winter,4.7,PROD4582
Dress,Clothing,S,Indigo,Fall,3.6,PROD4583
Jeans,Clothing,M,Lavender,Fall,2.5,PROD4584
Socks,Clothing,L,Blue,Summer,2.9,PROD4585
Sunglasses,Accessories,L,Maroon,Fall,4.4,PROD4586
Coat,Outerwear,L,Yellow,Winter,4.6,PROD4587
Scarf,Accessories,M,Purple,Winter,3.7,PROD4588
Backpack,Accessories,M,Peach,Summer,3.2,PROD4589
Pants,Clothing,M,Silver,Winter,4.9,PROD4590
Gloves,Accessories,M,Turquoise,Summer,5,PROD4591
Jacket,Outerwear,S,Olive,Spring,3.3,PROD4592
Shorts,Clothing,XL,Peach,Summer,4.4,PROD4593
Pants,Clothing,S,Indigo,Fall,4.7,PROD4594
Skirt,Clothing,L,Indigo,Fall,3.6,PROD4595
Blouse,Clothing,XL,Maroon,Summer,3.2,PROD4596
Shirt,Clothing,L,Black,Spring,3,PROD4597
Jewelry,Accessories,XL,Teal,Summer,4.4,PROD4598
Backpack,Accessories,XL,Olive,Fall,3.3,PROD4599
Jewelry,Accessories,M,Gold,Winter,3.4,PROD4600
Belt,Accessories,M,Gray,Fall,3.9,PROD4601
Dress,Clothing,L,Orange,Winter,2.9,PROD4602
Coat,Outerwear,M,Black,Fall,2.9,PROD4603
Dress,Clothing,M,Teal,Spring,2.7,PROD4604
Sweater,Clothing,M,Beige,Spring,3.4,PROD4605
Hoodie,Clothing,M,White,Spring,3.7,PROD4606
Shoes,Footwear,L,Turquoise,Spring,4.7,PROD4607
Shoes,Footwear,XL,Teal,Spring,3.1,PROD4608
Jacket,Outerwear,L,Orange,Fall,4.2,PROD4609
Backpack,Accessories,M,Black,Summer,3,PROD4610
Jeans,Clothing,M,Violet,Spring,3.1,PROD4611
Jacket,Outerwear,L,Maroon,Fall,4.2,PROD4612
Sunglasses,Accessories,M,Turquoise,Winter,3.8,PROD4613
Gloves,Accessories,M,Gold,Fall,2.9,PROD4614
Jacket,Outerwear,M,Turquoise,Spring,4.2,PROD4615
T-shirt,Clothing,M,Maroon,Fall,3.1,PROD4616
Sandals,Footwear,XL,Purple,Spring,3.6,PROD4617
Shorts,Clothing,S,Maroon,Spring,4.8,PROD4618
Handbag,Accessories,L,Brown,Fall,4.1,PROD4619
Pants,Clothing,L,Indigo,Winter,3.9,PROD4620
Blouse,Clothing,S,Lavender,Winter,3,PROD4621
Shoes,Footwear,M,Beige,Winter,3,PROD4622
Backpack,Accessories,M,Yellow,Spring,4.9,PROD4623
Shoes,Footwear,M,Gold,Fall,4.8,PROD4624
Dress,Clothing,M,Indigo,Summer,3.3,PROD4625
Skirt,Clothing,L,Cyan,Summer,2.7,PROD4626
Jacket,Outerwear,XL,Silver,Fall,4.2,PROD4627
Shirt,Clothing,L,Silver,Fall,3.6,PROD4628
Hoodie,Clothing,M,Silver,Summer,3.8,PROD4629
Scarf,Accessories,M,Peach,Winter,3.8,PROD4630
Skirt,Clothing,S,Pink,Spring,4.2,PROD4631
Skirt,Clothing,S,Violet,Summer,2.7,PROD4632
Scarf,Accessories,M,Black,Fall,5,PROD4633
Sunglasses,Accessories,M,Purple,Fall,4.7,PROD4634
Sandals,Footwear,S,Black,Summer,3.2,PROD4635
Hoodie,Clothing,XL,Peach,Spring,2.9,PROD4636
Jacket,Outerwear,S,Magenta,Winter,4.2,PROD4637
Pants,Clothing,M,Magenta,Spring,3.7,PROD4638
Shirt,Clothing,S,Black,Spring,4.2,PROD4639
Blouse,Clothing,XL,Pink,Winter,2.6,PROD4640
Skirt,Clothing,L,Olive,Summer,4,PROD4641
Sunglasses,Accessories,XL,Olive,Winter,2.7,PROD4642
Belt,Accessories,L,Peach,Summer,4,PROD4643
Gloves,Accessories,S,Silver,Spring,2.9,PROD4644
Pants,Clothing,M,Turquoise,Spring,3.3,PROD4645
Scarf,Accessories,L,Olive,Spring,4,PROD4646
T-shirt,Clothing,S,Lavender,Summer,3.9,PROD4647
Shoes,Footwear,M,Red,Summer,3.3,PROD4648
Pants,Clothing,M,Gray,Spring,3.9,PROD4649
Gloves,Accessories,M,Magenta,Fall,3.9,PROD4650
Socks,Clothing,L,Maroon,Summer,4.2,PROD4651
Sneakers,Footwear,M,Cyan,Summer,4.6,PROD4652
Shorts,Clothing,L,Cyan,Summer,3.3,PROD4653
Blouse,Clothing,L,Lavender,Fall,4.8,PROD4654
Coat,Outerwear,S,Pink,Fall,4.1,PROD4655
Sunglasses,Accessories,M,Gray,Summer,3.4,PROD4656
Shorts,Clothing,L,Yellow,Winter,3.6,PROD4657
Dress,Clothing,M,Pink,Summer,2.7,PROD4658
Handbag,Accessories,XL,Indigo,Summer,3.2,PROD4659
Boots,Footwear,L,Gray,Summer,4.4,PROD4660
Pants,Clothing,L,Yellow,Spring,4.9,PROD4661
Boots,Footwear,XL,Olive,Fall,4.8,PROD4662
Skirt,Clothing,M,Cyan,Summer,2.8,PROD4663
Sneakers,Footwear,L,Silver,Fall,2.9,PROD4664
Jewelry,Accessories,L,Silver,Winter,3.2,PROD4665
T-shirt,Clothing,L,Red,Winter,3.5,PROD4666
Sandals,Footwear,S,Brown,Winter,4.1,PROD4667
Boots,Footwear,M,Orange,Summer,4.1,PROD4668
Coat,Outerwear,M,Black,Summer,4.8,PROD4669
Belt,Accessories,L,Teal,Spring,2.8,PROD4670
Sunglasses,Accessories,M,Yellow,Fall,4.7,PROD4671
Sandals,Footwear,XL,Gray,Winter,4.8,PROD4672
Boots,Footwear,M,Maroon,Spring,2.9,PROD4673
Hoodie,Clothing,M,Olive,Summer,2.6,PROD4674
Hat,Accessories,S,Charcoal,Fall,3.3,PROD4675
Shorts,Clothing,M,Peach,Winter,3.4,PROD4676
Backpack,Accessories,M,Maroon,Spring,3.6,PROD4677
Shorts,Clothing,L,Olive,Spring,3.8,PROD4678
Belt,Accessories,M,Magenta,Spring,3.4,PROD4679
Shorts,Clothing,S,Yellow,Spring,3.8,PROD4680
Socks,Clothing,L,Indigo,Fall,3.3,PROD4681
Shoes,Footwear,L,Olive,Summer,4.8,PROD4682
Sneakers,Footwear,L,Maroon,Winter,3.9,PROD4683
Backpack,Accessories,M,Indigo,Summer,4.2,PROD4684
Dress,Clothing,M,Gray,Summer,4.7,PROD4685
Boots,Footwear,M,Gray,Winter,2.7,PROD4686
Socks,Clothing,M,Black,Winter,3.8,PROD4687
Dress,Clothing,M,White,Fall,3.6,PROD4688
Handbag,Accessories,XL,Turquoise,Spring,2.9,PROD4689
Blouse,Clothing,M,Orange,Fall,3.9,PROD4690
Belt,Accessories,L,Yellow,Summer,4.7,PROD4691
Pants,Clothing,L,Blue,Winter,3.3,PROD4692
Sneakers,Footwear,XL,Violet,Spring,4.2,PROD4693
Boots,Footwear,L,Lavender,Summer,2.6,PROD4694
Sunglasses,Accessories,M,Olive,Spring,4.9,PROD4695
Hat,Accessories,M,Orange,Fall,3.6,PROD4696
Coat,Outerwear,M,White,Spring,4.7,PROD4697
Jacket,Outerwear,L,Red,Winter,3.2,PROD4698
Hoodie,Clothing,M,Magenta,Summer,3.6,PROD4699
Boots,Footwear,M,Violet,Fall,3.6,PROD4700
T-shirt,Clothing,XL,Olive,Winter,3.2,PROD4701
Sweater,Clothing,L,Silver,Summer,2.8,PROD4702
Shoes,Footwear,L,Gray,Fall,4,PROD4703
Scarf,Accessories,XL,Olive,Winter,4.4,PROD4704
Dress,Clothing,L,Beige,Spring,3.4,PROD4705
Jacket,Outerwear,S,Turquoise,Spring,5,PROD4706
Shoes,Footwear,S,Blue,Spring,3.1,PROD4707
Backpack,Accessories,M,Pink,Fall,4.2,PROD4708
Dress,Clothing,M,Teal,Summer,3.3,PROD4709
Shirt,Clothing,S,Cyan,Winter,2.9,PROD4710
Jacket,Outerwear,L,Purple,Summer,4.7,PROD4711
Sunglasses,Accessories,L,Red,Spring,4,PROD4712
Jacket,Outerwear,L,Brown,Fall,4.6,PROD4713
Coat,Outerwear,M,Magenta,Fall,3.8,PROD4714
Sweater,Clothing,S,Olive,Winter,3.6,PROD4715
Sneakers,Footwear,XL,Pink,Winter,4.1,PROD4716
Shoes,Footwear,L,Black,Spring,2.7,PROD4717
Sunglasses,Accessories,XL,Beige,Winter,4.3,PROD4718
Shorts,Clothing,M,Peach,Winter,4.9,PROD4719
Hoodie,Clothing,S,Peach,Fall,4.2,PROD4720
Scarf,Accessories,M,Peach,Spring,2.8,PROD4721
Sandals,Footwear,S,Teal,Spring,4.9,PROD4722
Hat,Accessories,M,Green,Spring,2.8,PROD4723
Shoes,Footwear,XL,Brown,Summer,2.9,PROD4724
Sneakers,Footwear,M,Brown,Spring,2.5,PROD4725
Backpack,Accessories,S,Violet,Summer,2.7,PROD4726
Belt,Accessories,L,Blue,Winter,3.3,PROD4727
Shirt,Clothing,L,Charcoal,Winter,3.7,PROD4728
Skirt,Clothing,M,Pink,Winter,4,PROD4729
Gloves,Accessories,S,Violet,Summer,4.1,PROD4730
Gloves,Accessories,M,Teal,Winter,4.1,PROD4731
Handbag,Accessories,M,Red,Summer,2.5,PROD4732
Socks,Clothing,L,Orange,Winter,4.2,PROD4733
Backpack,Accessories,M,Magenta,Summer,4.7,PROD4734
Jeans,Clothing,XL,Yellow,Summer,2.7,PROD4735
Skirt,Clothing,M,Yellow,Spring,3,PROD4736
Hoodie,Clothing,M,Pink,Spring,4.8,PROD4737
Jewelry,Accessories,S,Indigo,Spring,4.4,PROD4738
Sneakers,Footwear,M,Charcoal,Summer,4.3,PROD4739
Shirt,Clothing,XL,Blue,Winter,2.5,PROD4740
Sunglasses,Accessories,M,Lavender,Summer,4.9,PROD4741
Dress,Clothing,L,Yellow,Fall,4.9,PROD4742
Shoes,Footwear,M,Black,Spring,3.9,PROD4743
Belt,Accessories,S,Beige,Fall,4.1,PROD4744
Shirt,Clothing,M,Silver,Winter,3.3,PROD4745
Boots,Footwear,M,Magenta,Summer,4.1,PROD4746
Hoodie,Clothing,M,Orange,Fall,3.7,PROD4747
Jeans,Clothing,M,Teal,Winter,3.1,PROD4748
Jacket,Outerwear,L,Turquoise,Spring,3,PROD4749
Jacket,Outerwear,M,Cyan,Spring,3.4,PROD4750
Sandals,Footwear,L,Pink,Spring,2.7,PROD4751
Dress,Clothing,S,Indigo,Fall,3.1,PROD4752
Sweater,Clothing,S,Peach,Winter,4,PROD4753
Gloves,Accessories,M,Beige,Spring,3.6,PROD4754
Sunglasses,Accessories,L,Gold,Summer,3.6,PROD4755
Belt,Accessories,M,Indigo,Winter,3.3,PROD4756
Hat,Accessories,L,Violet,Winter,4.1,PROD4757
Hat,Accessories,XL,Brown,Fall,4.3,PROD4758
Blouse,Clothing,M,Purple,Summer,3.2,PROD4759
Shoes,Footwear,M,Turquoise,Summer,3.9,PROD4760
Skirt,Clothing,S,Violet,Fall,5,PROD4761
Sneakers,Footwear,M,Purple,Fall,3.4,PROD4762
T-shirt,Clothing,M,Charcoal,Fall,3.8,PROD4763
Handbag,Accessories,M,Green,Fall,2.9,PROD4764
Sweater,Clothing,XL,White,Spring,2.6,PROD4765
Gloves,Accessories,M,Purple,Summer,4.3,PROD4766
Dress,Clothing,M,Cyan,Winter,2.8,PROD4767
Dress,Clothing,M,Green,Spring,4.5,PROD4768
Blouse,Clothing,M,Beige,Spring,3.8,PROD4769
Shirt,Clothing,L,Lavender,Fall,3,PROD4770
Boots,Footwear,S,Blue,Fall,3.3,PROD4771
Jacket,Outerwear,S,Beige,Summer,3.1,PROD4772
Backpack,Accessories,L,Blue,Spring,3.5,PROD4773
Pants,Clothing,S,Maroon,Spring,4.6,PROD4774
Boots,Footwear,L,Yellow,Fall,4.1,PROD4775
Socks,Clothing,L,Red,Fall,3.6,PROD4776
Scarf,Accessories,L,Green,Fall,2.9,PROD4777
